"","PSAvC","PSAvPSO"
"A_23_P24493",0,0
"A_23_P24507",0,0
"A_23_P24515",0,0
"A_23_P24529",0,0
"A_23_P24535",0,0
"A_23_P24543",0,0
"A_23_P24555",0,0
"A_23_P24577",0,0
"A_23_P24586",0,0
"A_23_P24594",0,0
"A_23_P24616",0,0
"A_23_P24623",0,0
"A_23_P24633",0,0
"A_23_P24676",0,0
"A_23_P24688",0,0
"A_23_P247",0,0
"A_23_P24709",0,0
"A_23_P24716",0,0
"A_23_P24723",0,0
"A_23_P2474",0,0
"A_23_P24751",0,0
"A_23_P24755",0,0
"A_23_P24763",0,0
"A_23_P24774",0,0
"A_23_P24784",0,0
"A_23_P24796",0,0
"A_23_P24835",0,0
"A_23_P24843",0,0
"A_23_P24870",0,0
"A_23_P24884",0,0
"A_23_P2489",0,0
"A_23_P24898",0,0
"A_23_P24903",0,0
"A_23_P2492",0,0
"A_23_P24922",0,0
"A_23_P24926",0,0
"A_23_P24948",0,0
"A_23_P24960",0,0
"A_23_P24966",0,0
"A_23_P24987",0,0
"A_23_P24997",0,0
"A_23_P250002",0,0
"A_23_P25003",0,0
"A_23_P250035",0,0
"A_23_P250042",0,0
"A_23_P250054",0,0
"A_23_P250072",0,0
"A_23_P2501",0,0
"A_23_P250102",0,0
"A_23_P250118",0,0
"A_23_P250122",0,0
"A_23_P250136",0,0
"A_23_P250156",0,0
"A_23_P250164",0,0
"A_23_P250173",0,0
"A_23_P25019",0,0
"A_23_P250196",0,0
"A_23_P250206",0,0
"A_23_P250212",0,0
"A_23_P250228",0,0
"A_23_P250231",0,0
"A_23_P250245",0,0
"A_23_P250251",0,0
"A_23_P250274",0,0
"A_23_P250283",0,0
"A_23_P250294",0,0
"A_23_P25030",0,0
"A_23_P250302",0,0
"A_23_P250313",0,0
"A_23_P250347",0,0
"A_23_P250353",0,0
"A_23_P250358",0,0
"A_23_P250379",0,0
"A_23_P250380",0,0
"A_23_P250385",0,0
"A_23_P250404",0,0
"A_23_P250413",0,0
"A_23_P250444",0,0
"A_23_P250455",0,0
"A_23_P250462",0,0
"A_23_P250478",0,0
"A_23_P250485",0,0
"A_23_P250506",0,0
"A_23_P250516",0,0
"A_23_P250554",0,0
"A_23_P250564",0,0
"A_23_P250571",0,0
"A_23_P25060",0,0
"A_23_P250607",0,0
"A_23_P250619",0,0
"A_23_P250629",0,0
"A_23_P250644",0,0
"A_23_P250671",0,0
"A_23_P25069",0,0
"A_23_P250694",0,0
"A_23_P250701",0,0
"A_23_P250714",0,0
"A_23_P25073",0,0
"A_23_P250735",0,0
"A_23_P250747",0,0
"A_23_P250767",0,0
"A_23_P250784",0,0
"A_23_P250800",0,0
"A_23_P250813",0,0
"A_23_P250825",0,0
"A_23_P250842",0,0
"A_23_P25086",0,0
"A_23_P250866",0,0
"A_23_P250874",0,0
"A_23_P250904",0,0
"A_23_P250910",0,0
"A_23_P250914",0,0
"A_23_P250930",0,0
"A_23_P250948",0,0
"A_23_P250951",0,0
"A_23_P250963",0,0
"A_23_P25097",0,0
"A_23_P250982",0,0
"A_23_P250994",0,0
"A_23_P251002",0,0
"A_23_P251011",0,0
"A_23_P251021",0,0
"A_23_P251031",0,0
"A_23_P251043",0,0
"A_23_P251051",0,0
"A_23_P251075",0,0
"A_23_P251095",0,0
"A_23_P251104",0,0
"A_23_P251118",0,0
"A_23_P251132",0,0
"A_23_P251151",0,0
"A_23_P251173",0,0
"A_23_P251186",0,0
"A_23_P251196",0,0
"A_23_P25121",0,0
"A_23_P251216",-1,0
"A_23_P251232",0,0
"A_23_P251248",0,0
"A_23_P251259",0,0
"A_23_P251268",0,0
"A_23_P251293",0,0
"A_23_P251303",0,0
"A_23_P251316",0,0
"A_23_P251324",0,0
"A_23_P251342",0,0
"A_23_P251359",0,0
"A_23_P251364",0,0
"A_23_P25137",0,0
"A_23_P251377",0,0
"A_23_P251387",0,0
"A_23_P25141",0,0
"A_23_P251412",0,0
"A_23_P251421",0,0
"A_23_P251443",0,0
"A_23_P251453",0,0
"A_23_P251480",0,0
"A_23_P251486",0,0
"A_23_P251499",0,0
"A_23_P25150",0,0
"A_23_P251505",0,0
"A_23_P251548",0,0
"A_23_P25155",0,0
"A_23_P251562",0,0
"A_23_P251574",0,0
"A_23_P251593",0,0
"A_23_P251611",0,0
"A_23_P25163",0,0
"A_23_P251647",0,0
"A_23_P251660",0,0
"A_23_P251680",0,0
"A_23_P251686",0,0
"A_23_P251695",0,0
"A_23_P251705",0,0
"A_23_P251717",0,0
"A_23_P251730",0,0
"A_23_P25176",0,0
"A_23_P251765",0,0
"A_23_P251767",0,0
"A_23_P251771",0,0
"A_23_P251785",0,0
"A_23_P251795",0,0
"A_23_P251805",0,0
"A_23_P251815",0,0
"A_23_P251825",0,0
"A_23_P251836",0,0
"A_23_P251841",0,0
"A_23_P251855",0,0
"A_23_P251868",0,0
"A_23_P25187",0,0
"A_23_P251881",0,0
"A_23_P251893",0,0
"A_23_P251898",0,0
"A_23_P251916",0,0
"A_23_P251927",0,0
"A_23_P251937",0,0
"A_23_P25194",0,0
"A_23_P251945",0,0
"A_23_P251962",0,0
"A_23_P251965",0,0
"A_23_P251974",0,0
"A_23_P251984",0,0
"A_23_P251987",0,0
"A_23_P252023",0,0
"A_23_P25204",0,0
"A_23_P252052",0,0
"A_23_P252062",0,0
"A_23_P252075",0,0
"A_23_P252082",0,0
"A_23_P252100",0,0
"A_23_P252106",0,0
"A_23_P252125",0,0
"A_23_P252132",0,0
"A_23_P252145",0,0
"A_23_P25215",0,0
"A_23_P252155",0,0
"A_23_P252163",0,0
"A_23_P252175",0,0
"A_23_P252193",0,0
"A_23_P252201",1,0
"A_23_P252211",0,0
"A_23_P252236",0,0
"A_23_P25224",0,0
"A_23_P252250",0,0
"A_23_P252253",0,0
"A_23_P252276",0,0
"A_23_P252283",0,0
"A_23_P252292",0,0
"A_23_P252306",0,0
"A_23_P252322",0,0
"A_23_P252335",0,0
"A_23_P25235",0,1
"A_23_P252360",0,0
"A_23_P252362",0,0
"A_23_P252371",0,0
"A_23_P252388",0,0
"A_23_P2524",0,0
"A_23_P252403",0,0
"A_23_P252413",0,0
"A_23_P252432",0,0
"A_23_P252449",0,0
"A_23_P25246",0,0
"A_23_P252462",0,0
"A_23_P252471",0,0
"A_23_P252491",0,0
"A_23_P252501",0,0
"A_23_P25253",0,0
"A_23_P252536",0,0
"A_23_P252541",0,0
"A_23_P252556",0,0
"A_23_P252566",0,0
"A_23_P252603",0,0
"A_23_P252636",0,0
"A_23_P252642",0,0
"A_23_P252653",0,0
"A_23_P252664",0,0
"A_23_P252671",0,0
"A_23_P252681",0,0
"A_23_P252700",0,0
"A_23_P252704",0,0
"A_23_P252711",0,0
"A_23_P252721",0,0
"A_23_P252740",0,0
"A_23_P252748",0,0
"A_23_P252758",0,0
"A_23_P252764",0,0
"A_23_P252775",0,0
"A_23_P252783",0,0
"A_23_P252808",0,0
"A_23_P252817",0,0
"A_23_P252825",0,0
"A_23_P252855",0,0
"A_23_P252857",0,0
"A_23_P252874",0,0
"A_23_P252882",0,0
"A_23_P252892",0,0
"A_23_P252903",0,0
"A_23_P252913",0,0
"A_23_P252928",0,0
"A_23_P25293",0,0
"A_23_P252936",0,0
"A_23_P252962",0,0
"A_23_P252981",0,0
"A_23_P253012",0,0
"A_23_P253029",0,0
"A_23_P253046",0,0
"A_23_P25305",0,0
"A_23_P253052",0,0
"A_23_P253068",0,0
"A_23_P253074",0,0
"A_23_P253081",0,0
"A_23_P253123",0,0
"A_23_P25313",0,0
"A_23_P253145",0,0
"A_23_P253158",0,0
"A_23_P253168",0,0
"A_23_P253177",0,0
"A_23_P253200",0,0
"A_23_P253221",0,0
"A_23_P253250",0,0
"A_23_P253281",0,0
"A_23_P253301",0,0
"A_23_P253317",0,0
"A_23_P253321",0,0
"A_23_P253331",0,0
"A_23_P253345",0,0
"A_23_P253350",0,0
"A_23_P25336",0,0
"A_23_P253368",0,0
"A_23_P253375",0,0
"A_23_P253389",0,0
"A_23_P253395",0,0
"A_23_P253405",0,0
"A_23_P253412",0,0
"A_23_P253421",0,0
"A_23_P253434",0,0
"A_23_P253446",0,0
"A_23_P253451",0,0
"A_23_P253464",0,0
"A_23_P25348",0,0
"A_23_P253484",0,0
"A_23_P253495",0,0
"A_23_P253503",0,0
"A_23_P253524",0,0
"A_23_P253536",0,0
"A_23_P25354",0,0
"A_23_P253542",0,0
"A_23_P253561",0,0
"A_23_P253571",0,0
"A_23_P253586",0,0
"A_23_P253597",0,0
"A_23_P253602",0,0
"A_23_P253622",0,0
"A_23_P253661",0,0
"A_23_P253677",0,0
"A_23_P253689",0,0
"A_23_P253692",0,0
"A_23_P2537",0,0
"A_23_P253701",0,0
"A_23_P253723",0,0
"A_23_P253734",0,0
"A_23_P253738",0,0
"A_23_P253752",0,0
"A_23_P253762",0,0
"A_23_P253774",0,0
"A_23_P253783",0,0
"A_23_P253791",0,0
"A_23_P253841",0,0
"A_23_P253896",0,0
"A_23_P253911",0,0
"A_23_P253921",0,0
"A_23_P253932",0,0
"A_23_P253949",0,0
"A_23_P253958",0,0
"A_23_P25396",0,0
"A_23_P253963",0,0
"A_23_P253982",0,0
"A_23_P254025",0,0
"A_23_P25403",0,0
"A_23_P254031",0,0
"A_23_P254061",0,0
"A_23_P254079",0,0
"A_23_P254081",0,0
"A_23_P254091",0,0
"A_23_P254111",0,0
"A_23_P254120",0,0
"A_23_P254140",0,0
"A_23_P254165",0,0
"A_23_P254179",0,0
"A_23_P254181",0,0
"A_23_P254193",0,0
"A_23_P254212",0,0
"A_23_P254226",0,0
"A_23_P254254",0,0
"A_23_P254271",0,0
"A_23_P254288",0,0
"A_23_P2543",0,0
"A_23_P25433",0,0
"A_23_P254330",0,0
"A_23_P254340",0,0
"A_23_P254353",0,0
"A_23_P254363",0,0
"A_23_P254379",0,0
"A_23_P254384",0,0
"A_23_P254404",0,0
"A_23_P254415",0,0
"A_23_P254434",0,0
"A_23_P254442",0,0
"A_23_P25445",0,0
"A_23_P254472",0,0
"A_23_P254498",0,0
"A_23_P254507",0,0
"A_23_P254512",0,0
"A_23_P254522",0,0
"A_23_P254558",0,0
"A_23_P254573",0,0
"A_23_P254594",0,0
"A_23_P254601",0,0
"A_23_P254612",0,0
"A_23_P254626",0,0
"A_23_P25463",0,0
"A_23_P254648",0,0
"A_23_P254654",0,0
"A_23_P254664",0,0
"A_23_P254680",0,0
"A_23_P254688",0,0
"A_23_P254702",0,0
"A_23_P254733",0,0
"A_23_P254741",0,0
"A_23_P25475",0,0
"A_23_P254756",0,0
"A_23_P254768",0,0
"A_23_P254790",0,0
"A_23_P254797",0,0
"A_23_P254801",0,0
"A_23_P254816",0,0
"A_23_P254831",0,0
"A_23_P254842",0,0
"A_23_P254852",0,0
"A_23_P254863",0,0
"A_23_P25487",0,0
"A_23_P254888",0,0
"A_23_P254896",0,0
"A_23_P254917",0,0
"A_23_P254934",0,0
"A_23_P254944",0,0
"A_23_P254967",0,0
"A_23_P254970",0,0
"A_23_P254978",0,0
"A_23_P254989",0,0
"A_23_P254997",0,0
"A_23_P255011",0,0
"A_23_P255016",0,0
"A_23_P255027",0,0
"A_23_P25503",0,0
"A_23_P255038",0,0
"A_23_P255057",0,0
"A_23_P255076",0,0
"A_23_P255104",0,0
"A_23_P255111",0,0
"A_23_P255126",0,0
"A_23_P25515",0,0
"A_23_P255153",0,0
"A_23_P255166",0,0
"A_23_P255185",0,0
"A_23_P255194",0,0
"A_23_P255203",0,0
"A_23_P255215",0,0
"A_23_P25525",0,0
"A_23_P255257",0,0
"A_23_P255263",0,0
"A_23_P255273",0,0
"A_23_P255286",0,0
"A_23_P255298",0,0
"A_23_P255317",0,0
"A_23_P255328",0,0
"A_23_P255331",0,0
"A_23_P25534",0,0
"A_23_P255345",0,0
"A_23_P255376",0,0
"A_23_P255389",0,0
"A_23_P2554",0,0
"A_23_P255418",0,0
"A_23_P255436",0,0
"A_23_P255444",0,0
"A_23_P255457",0,0
"A_23_P255486",0,0
"A_23_P255503",0,0
"A_23_P255523",0,0
"A_23_P255535",0,0
"A_23_P255569",0,0
"A_23_P25559",0,0
"A_23_P255591",0,0
"A_23_P255601",0,0
"A_23_P255616",0,0
"A_23_P255618",0,0
"A_23_P255637",0,0
"A_23_P255653",0,0
"A_23_P25566",0,0
"A_23_P255663",0,0
"A_23_P255672",0,0
"A_23_P255695",0,0
"A_23_P255701",0,0
"A_23_P255714",0,0
"A_23_P255750",0,0
"A_23_P255785",0,0
"A_23_P255805",0,0
"A_23_P25581",0,0
"A_23_P255812",0,0
"A_23_P255827",0,0
"A_23_P255837",0,0
"A_23_P255851",0,0
"A_23_P255869",0,0
"A_23_P25587",0,0
"A_23_P255876",0,0
"A_23_P255884",0,0
"A_23_P255896",0,0
"A_23_P255916",0,0
"A_23_P255952",0,0
"A_23_P255968",0,0
"A_23_P256008",0,0
"A_23_P256021",0,0
"A_23_P256033",0,0
"A_23_P256047",0,0
"A_23_P25605",0,0
"A_23_P256051",0,0
"A_23_P256059",0,0
"A_23_P256077",0,0
"A_23_P256084",0,0
"A_23_P256107",0,0
"A_23_P256131",0,0
"A_23_P256142",0,0
"A_23_P256148",0,0
"A_23_P25615",0,0
"A_23_P256158",0,0
"A_23_P256172",0,0
"A_23_P256190",0,0
"A_23_P256205",0,0
"A_23_P256223",1,0
"A_23_P256231",0,0
"A_23_P256244",0,0
"A_23_P25626",0,0
"A_23_P256279",0,0
"A_23_P256297",0,0
"A_23_P256312",0,0
"A_23_P256334",0,0
"A_23_P256342",0,0
"A_23_P256375",0,0
"A_23_P25638",0,0
"A_23_P256384",0,0
"A_23_P256391",0,0
"A_23_P256413",0,0
"A_23_P256425",0,0
"A_23_P256432",0,0
"A_23_P25644",0,0
"A_23_P256445",0,0
"A_23_P256455",0,0
"A_23_P256470",0,0
"A_23_P256473",0,0
"A_23_P256487",0,0
"A_23_P256504",0,0
"A_23_P256526",0,0
"A_23_P25653",0,0
"A_23_P256540",0,0
"A_23_P256542",0,0
"A_23_P256561",0,0
"A_23_P256572",0,0
"A_23_P256581",0,0
"A_23_P256603",0,0
"A_23_P256618",0,0
"A_23_P256624",0,0
"A_23_P256632",0,0
"A_23_P256641",0,0
"A_23_P256663",0,0
"A_23_P256676",0,0
"A_23_P256682",0,0
"A_23_P256694",0,0
"A_23_P256716",0,0
"A_23_P256724",0,0
"A_23_P256735",0,0
"A_23_P25674",0,0
"A_23_P256754",0,0
"A_23_P256773",0,0
"A_23_P256784",0,0
"A_23_P256804",0,0
"A_23_P256821",0,0
"A_23_P256835",0,0
"A_23_P25684",0,0
"A_23_P256855",0,0
"A_23_P256868",0,0
"A_23_P256890",0,0
"A_23_P256898",0,0
"A_23_P256903",0,0
"A_23_P256933",0,0
"A_23_P256948",0,0
"A_23_P256956",0,0
"A_23_P256965",0,0
"A_23_P256973",0,0
"A_23_P25698",0,0
"A_23_P256988",0,0
"A_23_P257003",0,0
"A_23_P257014",0,0
"A_23_P257043",0,0
"A_23_P257057",0,0
"A_23_P25706",0,0
"A_23_P257063",0,0
"A_23_P257087",0,0
"A_23_P257091",0,0
"A_23_P257104",0,0
"A_23_P257111",0,0
"A_23_P257129",0,0
"A_23_P257131",0,0
"A_23_P257144",0,0
"A_23_P257155",0,0
"A_23_P257164",0,0
"A_23_P257176",0,0
"A_23_P257198",0,0
"A_23_P25720",0,0
"A_23_P257201",0,0
"A_23_P257231",0,0
"A_23_P257250",0,0
"A_23_P257256",0,0
"A_23_P257263",0,0
"A_23_P257278",0,0
"A_23_P257296",0,0
"A_23_P2573",0,0
"A_23_P257307",0,0
"A_23_P257335",0,0
"A_23_P25735",0,0
"A_23_P257355",0,0
"A_23_P257365",0,0
"A_23_P257372",0,0
"A_23_P257387",0,0
"A_23_P257396",0,0
"A_23_P257407",0,0
"A_23_P257417",0,0
"A_23_P257423",0,0
"A_23_P257445",0,0
"A_23_P257457",0,0
"A_23_P25746",0,0
"A_23_P257478",0,0
"A_23_P257497",0,0
"A_23_P257503",0,0
"A_23_P257516",0,0
"A_23_P257538",0,0
"A_23_P257542",0,0
"A_23_P25755",0,0
"A_23_P257562",0,0
"A_23_P257578",0,0
"A_23_P257583",0,0
"A_23_P257593",0,0
"A_23_P257609",0,0
"A_23_P257638",0,0
"A_23_P257649",0,0
"A_23_P257668",0,0
"A_23_P257672",0,0
"A_23_P257694",0,0
"A_23_P257704",0,0
"A_23_P257716",0,0
"A_23_P257726",0,0
"A_23_P257743",0,0
"A_23_P257753",0,0
"A_23_P257755",0,0
"A_23_P257763",0,0
"A_23_P257786",0,0
"A_23_P257795",0,0
"A_23_P257803",0,0
"A_23_P257815",0,0
"A_23_P257834",0,0
"A_23_P257863",0,0
"A_23_P257871",0,0
"A_23_P257881",0,0
"A_23_P257895",0,0
"A_23_P25790",0,0
"A_23_P257905",0,0
"A_23_P257911",0,0
"A_23_P257924",0,0
"A_23_P257936",0,0
"A_23_P257945",0,0
"A_23_P257956",0,0
"A_23_P257962",0,0
"A_23_P257971",0,0
"A_23_P257988",0,0
"A_23_P257993",0,0
"A_23_P258002",0,0
"A_23_P258018",0,0
"A_23_P258037",0,0
"A_23_P258048",0,0
"A_23_P258071",0,0
"A_23_P258088",0,0
"A_23_P258093",0,0
"A_23_P258108",1,0
"A_23_P258124",0,0
"A_23_P25813",0,0
"A_23_P258136",0,0
"A_23_P258151",0,0
"A_23_P258164",0,0
"A_23_P258190",0,0
"A_23_P258194",0,0
"A_23_P2582",0,0
"A_23_P258221",0,0
"A_23_P258234",0,0
"A_23_P258246",0,0
"A_23_P258251",0,0
"A_23_P258270",0,0
"A_23_P258272",0,0
"A_23_P258281",0,0
"A_23_P258294",0,0
"A_23_P258310",0,0
"A_23_P258312",0,0
"A_23_P258321",0,0
"A_23_P258340",0,0
"A_23_P25835",0,0
"A_23_P258367",0,0
"A_23_P258377",0,0
"A_23_P258381",0,0
"A_23_P258393",0,0
"A_23_P258410",0,0
"A_23_P258418",0,0
"A_23_P258433",0,0
"A_23_P258463",0,0
"A_23_P258483",0,0
"A_23_P25849",0,0
"A_23_P258493",0,0
"A_23_P258504",0,0
"A_23_P258525",0,0
"A_23_P258531",0,0
"A_23_P258570",0,0
"A_23_P258582",0,0
"A_23_P258612",1,1
"A_23_P258621",0,0
"A_23_P258633",0,0
"A_23_P258641",0,0
"A_23_P258666",0,0
"A_23_P25868",0,0
"A_23_P258689",0,0
"A_23_P258698",0,0
"A_23_P258703",0,0
"A_23_P258714",0,0
"A_23_P25873",0,0
"A_23_P258734",0,0
"A_23_P258748",0,0
"A_23_P258769",0,0
"A_23_P258783",0,0
"A_23_P258814",0,0
"A_23_P258837",0,0
"A_23_P258862",0,0
"A_23_P25888",0,0
"A_23_P258887",0,0
"A_23_P258891",0,0
"A_23_P258912",0,0
"A_23_P258931",0,0
"A_23_P258944",0,0
"A_23_P258964",0,0
"A_23_P258972",0,0
"A_23_P258978",0,0
"A_23_P258982",0,0
"A_23_P258992",0,0
"A_23_P259003",0,0
"A_23_P259012",0,0
"A_23_P259049",0,0
"A_23_P259054",0,0
"A_23_P259071",0,0
"A_23_P259090",0,0
"A_23_P259094",0,0
"A_23_P259098",0,0
"A_23_P259103",0,0
"A_23_P259127",0,0
"A_23_P25913",0,0
"A_23_P259135",0,0
"A_23_P259141",0,0
"A_23_P259166",0,0
"A_23_P259172",0,0
"A_23_P259189",0,0
"A_23_P259207",0,0
"A_23_P259251",0,0
"A_23_P259270",0,0
"A_23_P259272",0,0
"A_23_P25929",0,0
"A_23_P259292",0,0
"A_23_P259314",0,0
"A_23_P259328",0,0
"A_23_P259333",0,0
"A_23_P259344",0,0
"A_23_P25935",0,0
"A_23_P259357",0,0
"A_23_P259362",-1,0
"A_23_P259393",0,0
"A_23_P259413",0,0
"A_23_P259438",0,0
"A_23_P259442",0,0
"A_23_P25945",0,0
"A_23_P259451",0,0
"A_23_P259462",0,0
"A_23_P259490",0,0
"A_23_P259506",0,0
"A_23_P259521",0,0
"A_23_P259555",0,0
"A_23_P259561",0,0
"A_23_P259580",0,0
"A_23_P259586",0,0
"A_23_P259594",0,0
"A_23_P259611",0,0
"A_23_P259621",0,0
"A_23_P259632",0,0
"A_23_P25964",0,0
"A_23_P259641",0,0
"A_23_P259663",0,0
"A_23_P259692",0,0
"A_23_P259707",0,0
"A_23_P25974",0,0
"A_23_P259741",0,0
"A_23_P259763",0,0
"A_23_P259771",0,0
"A_23_P259797",0,0
"A_23_P259801",0,0
"A_23_P259823",0,0
"A_23_P259833",0,0
"A_23_P259851",0,0
"A_23_P259863",0,0
"A_23_P259868",0,0
"A_23_P259874",0,0
"A_23_P25989",0,0
"A_23_P259892",0,0
"A_23_P259901",0,0
"A_23_P259934",0,0
"A_23_P25994",0,0
"A_23_P259955",0,0
"A_23_P26004",0,0
"A_23_P2601",0,0
"A_23_P26021",1,0
"A_23_P26024",0,0
"A_23_P26037",0,0
"A_23_P26062",0,0
"A_23_P26072",0,0
"A_23_P26084",0,0
"A_23_P26094",0,0
"A_23_P26107",0,0
"A_23_P26117",0,0
"A_23_P26124",0,0
"A_23_P26143",0,0
"A_23_P26154",0,0
"A_23_P2616",0,0
"A_23_P26173",0,0
"A_23_P26184",0,0
"A_23_P26223",0,0
"A_23_P26243",0,0
"A_23_P26254",0,0
"A_23_P26281",0,0
"A_23_P26294",0,0
"A_23_P26307",0,0
"A_23_P26314",0,0
"A_23_P26325",0,0
"A_23_P26336",0,0
"A_23_P26358",0,0
"A_23_P26367",0,0
"A_23_P26375",0,0
"A_23_P26386",0,0
"A_23_P2640",0,0
"A_23_P26404",0,0
"A_23_P26413",0,0
"A_23_P26426",0,0
"A_23_P26439",0,0
"A_23_P26444",0,0
"A_23_P2645",0,0
"A_23_P26457",0,0
"A_23_P26468",0,0
"A_23_P26476",0,0
"A_23_P26501",0,0
"A_23_P26511",0,0
"A_23_P26522",0,0
"A_23_P26534",0,0
"A_23_P26557",0,0
"A_23_P26570",0,0
"A_23_P26582",0,0
"A_23_P26583",0,0
"A_23_P266",0,0
"A_23_P2661",0,0
"A_23_P26629",0,0
"A_23_P26640",0,0
"A_23_P26649",0,0
"A_23_P26674",0,0
"A_23_P26687",0,0
"A_23_P26697",0,0
"A_23_P26704",0,0
"A_23_P26713",1,0
"A_23_P26729",0,0
"A_23_P2674",0,0
"A_23_P26745",0,0
"A_23_P26746",0,0
"A_23_P26759",0,0
"A_23_P26771",0,0
"A_23_P26777",0,0
"A_23_P26783",0,0
"A_23_P26799",0,0
"A_23_P26810",0,0
"A_23_P26815",0,0
"A_23_P26824",0,0
"A_23_P2683",0,0
"A_23_P26836",0,0
"A_23_P26847",0,0
"A_23_P26854",0,0
"A_23_P26865",0,0
"A_23_P26878",0,0
"A_23_P26890",0,0
"A_23_P26895",0,0
"A_23_P26905",0,0
"A_23_P26916",0,0
"A_23_P2692",0,0
"A_23_P26922",0,0
"A_23_P26928",0,0
"A_23_P26945",0,0
"A_23_P26954",0,0
"A_23_P26965",0,0
"A_23_P26976",0,0
"A_23_P26994",0,0
"A_23_P27005",0,0
"A_23_P27013",0,0
"A_23_P27023",0,0
"A_23_P27035",0,0
"A_23_P27040",0,0
"A_23_P27048",0,0
"A_23_P2705",1,1
"A_23_P27066",0,0
"A_23_P27075",0,0
"A_23_P27096",0,0
"A_23_P27107",0,0
"A_23_P27128",0,0
"A_23_P27133",0,0
"A_23_P27147",0,0
"A_23_P27167",0,0
"A_23_P27180",0,0
"A_23_P27186",0,0
"A_23_P27197",0,0
"A_23_P27207",0,0
"A_23_P27215",0,0
"A_23_P27229",0,0
"A_23_P27239",0,0
"A_23_P27247",0,0
"A_23_P2725",1,0
"A_23_P27256",0,0
"A_23_P27265",0,0
"A_23_P27279",0,0
"A_23_P27285",0,0
"A_23_P27306",0,0
"A_23_P27315",0,0
"A_23_P2732",0,0
"A_23_P27332",0,0
"A_23_P27334",0,0
"A_23_P27346",0,0
"A_23_P27353",0,0
"A_23_P27367",0,0
"A_23_P27381",0,0
"A_23_P27392",0,0
"A_23_P27400",0,0
"A_23_P27404",0,0
"A_23_P27424",0,0
"A_23_P2745",0,0
"A_23_P27450",0,0
"A_23_P27460",0,0
"A_23_P27472",0,0
"A_23_P27473",0,0
"A_23_P27493",0,0
"A_23_P27515",0,0
"A_23_P27528",0,0
"A_23_P27538",0,0
"A_23_P27545",0,0
"A_23_P27556",0,0
"A_23_P27571",0,0
"A_23_P27573",0,0
"A_23_P27584",0,0
"A_23_P27606",0,0
"A_23_P27613",0,0
"A_23_P27627",0,0
"A_23_P27636",0,0
"A_23_P27638",0,0
"A_23_P27649",0,0
"A_23_P27656",0,0
"A_23_P27668",0,0
"A_23_P27677",0,0
"A_23_P27688",0,0
"A_23_P27709",0,0
"A_23_P27721",0,0
"A_23_P27724",0,0
"A_23_P27734",0,0
"A_23_P27744",0,0
"A_23_P27758",0,0
"A_23_P27767",0,0
"A_23_P27781",0,0
"A_23_P27784",0,0
"A_23_P27795",0,0
"A_23_P27810",0,0
"A_23_P27822",0,0
"A_23_P27827",0,0
"A_23_P27840",0,0
"A_23_P27846",0,0
"A_23_P27873",0,0
"A_23_P2789",0,0
"A_23_P27894",0,0
"A_23_P27917",0,0
"A_23_P2793",0,0
"A_23_P27936",0,0
"A_23_P27947",0,0
"A_23_P27983",0,0
"A_23_P27994",0,0
"A_23_P2801",0,0
"A_23_P28011",0,0
"A_23_P28012",0,0
"A_23_P28015",0,0
"A_23_P28023",0,0
"A_23_P28042",0,0
"A_23_P28057",0,0
"A_23_P28068",0,0
"A_23_P28075",0,0
"A_23_P28084",0,0
"A_23_P28090",0,0
"A_23_P28105",0,0
"A_23_P28120",0,0
"A_23_P28139",0,0
"A_23_P2814",0,0
"A_23_P28153",0,0
"A_23_P28169",0,0
"A_23_P28186",0,0
"A_23_P28201",0,0
"A_23_P28213",0,0
"A_23_P28224",0,0
"A_23_P28233",0,0
"A_23_P28238",0,0
"A_23_P28246",0,0
"A_23_P2825",0,0
"A_23_P28258",0,0
"A_23_P28263",0,0
"A_23_P28279",0,0
"A_23_P28295",0,0
"A_23_P28307",0,0
"A_23_P2831",0,0
"A_23_P28318",0,0
"A_23_P28334",0,0
"A_23_P28375",0,0
"A_23_P28397",0,0
"A_23_P284",0,0
"A_23_P28420",0,0
"A_23_P2843",0,0
"A_23_P28434",0,0
"A_23_P28450",0,0
"A_23_P28466",0,0
"A_23_P28485",0,0
"A_23_P28507",0,0
"A_23_P28514",0,0
"A_23_P28530",0,0
"A_23_P28538",0,0
"A_23_P28559",0,0
"A_23_P2857",0,0
"A_23_P28582",0,0
"A_23_P28590",0,0
"A_23_P28595",0,0
"A_23_P28598",0,0
"A_23_P28607",0,0
"A_23_P28625",0,0
"A_23_P28638",0,0
"A_23_P28652",0,0
"A_23_P28664",0,0
"A_23_P28676",0,0
"A_23_P28688",0,0
"A_23_P28697",0,0
"A_23_P28707",0,0
"A_23_P2873",0,0
"A_23_P28730",0,0
"A_23_P28733",0,0
"A_23_P28743",0,0
"A_23_P28761",0,0
"A_23_P28772",0,0
"A_23_P28797",0,0
"A_23_P28811",0,0
"A_23_P28815",0,0
"A_23_P28834",0,0
"A_23_P2884",0,0
"A_23_P28857",0,0
"A_23_P28869",0,0
"A_23_P28878",0,0
"A_23_P28886",0,0
"A_23_P28898",0,0
"A_23_P28906",0,0
"A_23_P28920",0,0
"A_23_P28927",0,0
"A_23_P28948",0,0
"A_23_P2895",0,0
"A_23_P28953",0,0
"A_23_P28969",0,0
"A_23_P28980",0,0
"A_23_P28999",0,0
"A_23_P29005",1,0
"A_23_P2901",0,0
"A_23_P29023",0,0
"A_23_P29029",0,0
"A_23_P29036",0,0
