"","PSAvC","PSAvPSO"
"A_24_P309105",0,0
"A_24_P309216",0,0
"A_24_P30923",0,0
"A_24_P309264",0,0
"A_24_P309317",0,0
"A_24_P309360",0,0
"A_24_P309415",0,0
"A_24_P309521",0,0
"A_24_P309594",0,0
"A_24_P309645",0,0
"A_24_P309802",0,0
"A_24_P309912",0,0
"A_24_P310009",0,0
"A_24_P31003",0,0
"A_24_P310224",0,0
"A_24_P310256",0,0
"A_24_P310616",0,0
"A_24_P310630",0,0
"A_24_P310667",0,0
"A_24_P310756",0,0
"A_24_P310864",0,0
"A_24_P310894",0,0
"A_24_P310946",0,0
"A_24_P311036",0,0
"A_24_P311063",0,0
"A_24_P311577",0,0
"A_24_P311604",0,0
"A_24_P31165",0,0
"A_24_P311679",0,0
"A_24_P311694",0,0
"A_24_P311771",0,0
"A_24_P311845",0,0
"A_24_P311856",0,0
"A_24_P311917",0,0
"A_24_P311926",0,0
"A_24_P312041",0,0
"A_24_P312058",0,0
"A_24_P312072",0,0
"A_24_P312119",0,0
"A_24_P312164",0,0
"A_24_P312189",0,0
"A_24_P312210",0,0
"A_24_P312325",-1,-1
"A_24_P31235",0,0
"A_24_P312381",0,0
"A_24_P312417",0,0
"A_24_P312519",0,0
"A_24_P312578",0,0
"A_24_P312594",0,0
"A_24_P312671",0,0
"A_24_P312692",0,0
"A_24_P31275",0,0
"A_24_P312790",0,0
"A_24_P312845",0,0
"A_24_P312895",0,0
"A_24_P312915",0,0
"A_24_P313096",0,0
"A_24_P313109",0,0
"A_24_P313180",0,0
"A_24_P313186",0,0
"A_24_P313210",0,0
"A_24_P313262",0,0
"A_24_P313334",0,0
"A_24_P313354",0,0
"A_24_P313397",0,0
"A_24_P313418",0,0
"A_24_P313431",0,0
"A_24_P313445",0,0
"A_24_P313500",0,0
"A_24_P313504",0,0
"A_24_P313576",0,0
"A_24_P313597",0,0
"A_24_P313678",0,0
"A_24_P313744",0,0
"A_24_P313756",0,0
"A_24_P313804",0,0
"A_24_P313822",0,0
"A_24_P313895",0,0
"A_24_P313993",0,0
"A_24_P3140",0,0
"A_24_P314159",0,0
"A_24_P314179",0,0
"A_24_P31421",0,0
"A_24_P314290",0,0
"A_24_P314337",0,0
"A_24_P314351",0,0
"A_24_P314451",0,0
"A_24_P314477",0,0
"A_24_P314515",0,0
"A_24_P314534",0,0
"A_24_P314554",0,0
"A_24_P314571",0,0
"A_24_P314583",0,0
"A_24_P314585",0,0
"A_24_P314597",0,0
"A_24_P314640",0,0
"A_24_P314681",0,0
"A_24_P314688",0,0
"A_24_P314786",0,0
"A_24_P314931",0,0
"A_24_P314962",0,0
"A_24_P315014",0,0
"A_24_P315056",0,0
"A_24_P315066",0,0
"A_24_P315120",0,0
"A_24_P315184",0,0
"A_24_P315212",0,0
"A_24_P315255",0,0
"A_24_P315256",0,0
"A_24_P31527",0,0
"A_24_P315291",0,0
"A_24_P315306",0,0
"A_24_P315326",1,1
"A_24_P315346",0,0
"A_24_P315405",0,0
"A_24_P315440",0,0
"A_24_P315444",0,0
"A_24_P315457",0,0
"A_24_P315474",0,0
"A_24_P315500",0,0
"A_24_P315535",0,0
"A_24_P315547",0,0
"A_24_P315564",0,0
"A_24_P315581",0,0
"A_24_P315593",0,0
"A_24_P315594",0,0
"A_24_P315638",0,0
"A_24_P315644",0,0
"A_24_P315654",0,0
"A_24_P315674",0,0
"A_24_P315739",0,0
"A_24_P315754",0,0
"A_24_P315769",0,0
"A_24_P315774",0,0
"A_24_P315805",0,0
"A_24_P315821",0,0
"A_24_P31583",0,0
"A_24_P315854",0,0
"A_24_P315862",0,0
"A_24_P315873",0,0
"A_24_P315885",0,0
"A_24_P315921",0,0
"A_24_P315941",0,0
"A_24_P315954",0,0
"A_24_P315975",0,0
"A_24_P315986",0,0
"A_24_P316005",0,0
"A_24_P316019",-1,0
"A_24_P316025",0,0
"A_24_P316046",0,0
"A_24_P316059",0,0
"A_24_P316074",1,0
"A_24_P316102",0,0
"A_24_P316127",0,0
"A_24_P316154",0,0
"A_24_P316231",0,0
"A_24_P316234",0,0
"A_24_P316257",0,0
"A_24_P31627",0,0
"A_24_P316270",0,0
"A_24_P316279",0,0
"A_24_P316296",0,0
"A_24_P316305",0,0
"A_24_P316331",0,0
"A_24_P316335",0,0
"A_24_P316363",0,0
"A_24_P316364",0,0
"A_24_P316381",0,0
"A_24_P316387",0,0
"A_24_P316413",0,0
"A_24_P316414",0,0
"A_24_P316430",0,0
"A_24_P316439",0,0
"A_24_P316446",0,0
"A_24_P316454",0,0
"A_24_P316475",0,0
"A_24_P316489",0,0
"A_24_P316495",0,0
"A_24_P316506",0,0
"A_24_P316532",0,0
"A_24_P316555",0,0
"A_24_P316586",0,0
"A_24_P316601",0,0
"A_24_P316619",0,0
"A_24_P316634",0,0
"A_24_P316659",0,0
"A_24_P316672",0,0
"A_24_P316680",0,0
"A_24_P316685",0,0
"A_24_P31671",0,0
"A_24_P31676",0,0
"A_24_P316767",0,0
"A_24_P316904",0,0
"A_24_P316939",0,0
"A_24_P316965",0,0
"A_24_P317135",0,0
"A_24_P317450",0,0
"A_24_P317604",0,0
"A_24_P317622",0,0
"A_24_P317637",0,0
"A_24_P317708",0,0
"A_24_P317719",0,0
"A_24_P317762",0,0
"A_24_P317827",0,0
"A_24_P317835",0,0
"A_24_P317874",0,0
"A_24_P317907",0,0
"A_24_P318002",0,0
"A_24_P318073",0,0
"A_24_P318134",0,0
"A_24_P318160",0,0
"A_24_P318319",0,0
"A_24_P318400",0,0
"A_24_P318457",0,0
"A_24_P318544",0,0
"A_24_P318593",0,0
"A_24_P318656",0,0
"A_24_P31875",0,0
"A_24_P318836",0,0
"A_24_P318897",0,0
"A_24_P318939",0,0
"A_24_P318967",0,0
"A_24_P318990",0,0
"A_24_P319001",0,0
"A_24_P319088",0,0
"A_24_P319113",0,0
"A_24_P31929",0,0
"A_24_P319354",0,0
"A_24_P319364",0,0
"A_24_P319369",0,0
"A_24_P319374",0,0
"A_24_P319613",0,0
"A_24_P319624",0,0
"A_24_P319635",0,0
"A_24_P319647",0,0
"A_24_P319675",0,0
"A_24_P319684",0,0
"A_24_P319711",0,0
"A_24_P319715",0,0
"A_24_P319736",0,0
"A_24_P319892",0,0
"A_24_P319923",0,0
"A_24_P319942",0,0
"A_24_P319989",0,0
"A_24_P320033",0,0
"A_24_P320036",0,0
"A_24_P320103",0,0
"A_24_P320124",0,0
"A_24_P320163",0,0
"A_24_P320171",0,0
"A_24_P320221",0,0
"A_24_P320254",0,0
"A_24_P320284",0,0
"A_24_P320328",1,0
"A_24_P320410",0,0
"A_24_P320526",0,0
"A_24_P320545",0,0
"A_24_P320572",0,0
"A_24_P320597",0,0
"A_24_P320604",0,0
"A_24_P320645",0,0
"A_24_P320665",0,0
"A_24_P320699",0,0
"A_24_P320727",0,0
"A_24_P320759",0,0
"A_24_P320796",0,0
"A_24_P32085",0,0
"A_24_P320880",0,0
"A_24_P320970",0,0
"A_24_P321068",0,0
"A_24_P321093",0,0
"A_24_P321125",0,0
"A_24_P32118",0,0
"A_24_P321184",0,0
"A_24_P321369",0,0
"A_24_P32139",0,0
"A_24_P321411",0,0
"A_24_P32151",0,0
"A_24_P321511",0,0
"A_24_P321525",0,0
"A_24_P321581",0,0
"A_24_P321626",0,0
"A_24_P321634",0,0
"A_24_P321709",0,0
"A_24_P321715",0,0
"A_24_P321752",0,0
"A_24_P321766",0,0
"A_24_P32178",0,0
"A_24_P321919",0,0
"A_24_P322025",0,0
"A_24_P32203",0,0
"A_24_P32207",0,0
"A_24_P322088",0,0
"A_24_P32215",0,0
"A_24_P322191",0,0
"A_24_P322215",0,0
"A_24_P322229",0,0
"A_24_P322313",0,0
"A_24_P322353",0,0
"A_24_P322354",0,0
"A_24_P322369",0,0
"A_24_P322395",0,0
"A_24_P322426",0,0
"A_24_P322444",0,0
"A_24_P322474",0,0
"A_24_P32252",0,0
"A_24_P322611",0,0
"A_24_P322635",0,0
"A_24_P322655",0,0
"A_24_P322709",0,0
"A_24_P322741",0,0
"A_24_P322753",-1,0
"A_24_P322756",0,0
"A_24_P322771",0,0
"A_24_P322847",0,0
"A_24_P322867",0,0
"A_24_P322908",0,0
"A_24_P32295",0,0
"A_24_P322966",0,0
"A_24_P323072",0,0
"A_24_P323084",0,0
"A_24_P323104",0,0
"A_24_P323114",0,0
"A_24_P323131",0,0
"A_24_P323148",0,0
"A_24_P323265",0,0
"A_24_P323298",0,0
"A_24_P323395",0,0
"A_24_P32342",0,0
"A_24_P323421",0,0
"A_24_P323425",0,0
"A_24_P323434",0,0
"A_24_P323522",0,0
"A_24_P323545",0,0
"A_24_P323598",0,0
"A_24_P323610",0,0
"A_24_P323628",0,0
"A_24_P323635",0,0
"A_24_P323664",0,0
"A_24_P323682",0,0
"A_24_P323698",0,0
"A_24_P323715",0,0
"A_24_P323754",0,0
"A_24_P323778",0,0
"A_24_P323787",0,0
"A_24_P323795",0,0
"A_24_P323805",0,0
"A_24_P323815",-1,-1
"A_24_P323835",0,0
"A_24_P323868",0,0
"A_24_P323885",0,0
"A_24_P323901",0,0
"A_24_P323916",0,0
"A_24_P323932",0,0
"A_24_P32394",0,0
"A_24_P323941",0,0
"A_24_P323944",0,0
"A_24_P323967",0,0
"A_24_P323974",0,0
"A_24_P323997",0,0
"A_24_P324011",0,0
"A_24_P324054",0,0
"A_24_P324074",0,0
"A_24_P324084",0,0
"A_24_P32411",0,0
"A_24_P324141",0,0
"A_24_P324214",0,0
"A_24_P324224",1,0
"A_24_P324250",0,0
"A_24_P324277",0,0
"A_24_P324284",0,0
"A_24_P324301",0,0
"A_24_P324314",0,0
"A_24_P324326",0,0
"A_24_P324368",0,0
"A_24_P324396",0,0
"A_24_P324405",0,0
"A_24_P324424",0,0
"A_24_P324449",0,0
"A_24_P324465",0,0
"A_24_P324479",0,0
"A_24_P324488",0,0
"A_24_P324506",0,0
"A_24_P324520",0,0
"A_24_P324538",0,0
"A_24_P324563",0,0
"A_24_P324565",0,0
"A_24_P324577",1,1
"A_24_P324581",1,0
"A_24_P324588",0,0
"A_24_P324606",0,0
"A_24_P324630",0,0
"A_24_P324640",0,0
"A_24_P324644",0,0
"A_24_P324674",0,0
"A_24_P324700",0,0
"A_24_P324712",0,0
"A_24_P32473",0,0
"A_24_P324733",0,0
"A_24_P324749",0,0
"A_24_P324783",0,0
"A_24_P324787",0,0
"A_24_P324814",0,0
"A_24_P324838",0,0
"A_24_P324871",0,0
"A_24_P324883",0,0
"A_24_P324886",0,0
"A_24_P3249",0,0
"A_24_P324986",0,0
"A_24_P324998",0,0
"A_24_P325006",-1,-1
"A_24_P325015",0,0
"A_24_P325025",0,0
"A_24_P325035",0,0
"A_24_P325046",0,0
"A_24_P325107",0,0
"A_24_P325118",0,0
"A_24_P325146",0,0
"A_24_P325176",0,0
"A_24_P32520",0,0
"A_24_P325205",0,0
"A_24_P325215",0,0
"A_24_P325264",0,0
"A_24_P32527",0,0
"A_24_P325281",0,0
"A_24_P325287",0,0
"A_24_P325333",0,0
"A_24_P325520",0,0
"A_24_P325533",0,0
"A_24_P32560",0,0
"A_24_P325691",0,0
"A_24_P32574",0,0
"A_24_P325992",0,0
"A_24_P326082",0,0
"A_24_P326084",0,0
"A_24_P326175",0,0
"A_24_P32627",0,0
"A_24_P326344",0,0
"A_24_P326398",0,0
"A_24_P32646",0,0
"A_24_P326491",0,0
"A_24_P326511",0,0
"A_24_P326635",0,0
"A_24_P326660",0,0
"A_24_P326708",0,0
"A_24_P32672",0,0
"A_24_P326739",0,0
"A_24_P32692",0,0
"A_24_P326957",0,0
"A_24_P327011",0,0
"A_24_P327050",0,0
"A_24_P32708",0,0
"A_24_P327084",0,0
"A_24_P32715",0,0
"A_24_P327181",0,0
"A_24_P32735",0,0
"A_24_P327499",0,0
"A_24_P32766",0,0
"A_24_P327815",0,0
"A_24_P327886",0,0
"A_24_P32790",0,0
"A_24_P328045",0,0
"A_24_P328231",0,0
"A_24_P328259",0,0
"A_24_P328320",0,0
"A_24_P328333",0,0
"A_24_P32836",1,0
"A_24_P328446",0,0
"A_24_P328471",0,0
"A_24_P32849",0,0
"A_24_P328492",0,0
"A_24_P328504",0,0
"A_24_P328524",0,0
"A_24_P328646",0,0
"A_24_P328657",0,0
"A_24_P328668",0,0
"A_24_P328675",0,0
"A_24_P32881",0,0
"A_24_P328819",0,0
"A_24_P32887",0,0
"A_24_P328872",0,0
"A_24_P32895",0,0
"A_24_P328969",0,0
"A_24_P329065",0,0
"A_24_P329152",0,0
"A_24_P32920",0,0
"A_24_P329229",0,0
"A_24_P32930",0,0
"A_24_P32935",0,0
"A_24_P329353",0,0
"A_24_P329424",0,0
"A_24_P329487",0,0
"A_24_P329597",0,0
"A_24_P329600",0,0
"A_24_P329635",0,0
"A_24_P329777",0,0
"A_24_P329795",0,0
"A_24_P329815",0,0
"A_24_P32986",0,0
"A_24_P329924",0,0
"A_24_P329939",0,0
"A_24_P330009",0,0
"A_24_P330021",0,0
"A_24_P330030",0,0
"A_24_P330112",0,0
"A_24_P33014",0,0
"A_24_P330234",0,0
"A_24_P330263",0,0
"A_24_P330303",0,0
"A_24_P330309",0,0
"A_24_P330366",0,0
"A_24_P330385",0,0
"A_24_P330397",0,0
"A_24_P33048",0,0
"A_24_P330518",0,0
"A_24_P33055",0,0
"A_24_P330625",0,0
"A_24_P330633",0,0
"A_24_P330668",0,0
"A_24_P330684",0,0
"A_24_P330691",0,0
"A_24_P33077",0,0
"A_24_P330773",0,0
"A_24_P330796",0,0
"A_24_P330822",0,0
"A_24_P330886",0,0
"A_24_P330971",0,0
"A_24_P33105",0,0
"A_24_P331128",0,0
"A_24_P33115",0,0
"A_24_P331150",0,0
"A_24_P331373",0,0
"A_24_P33140",0,0
"A_24_P331537",0,0
"A_24_P33156",0,0
"A_24_P331560",0,0
"A_24_P331655",0,0
"A_24_P331675",0,0
"A_24_P331693",0,0
"A_24_P331704",0,0
"A_24_P331711",0,0
"A_24_P331727",0,0
"A_24_P331734",0,0
"A_24_P331761",0,0
"A_24_P331779",0,0
"A_24_P331830",0,0
"A_24_P331882",0,0
"A_24_P331904",0,0
"A_24_P331918",0,0
"A_24_P33197",0,0
"A_24_P331998",0,0
"A_24_P332043",0,0
"A_24_P332064",0,0
"A_24_P332081",0,0
"A_24_P33213",1,0
"A_24_P332151",0,0
"A_24_P332161",0,0
"A_24_P33217",0,0
"A_24_P332218",0,0
"A_24_P332230",0,0
"A_24_P332263",0,0
"A_24_P332292",0,0
"A_24_P332314",0,0
"A_24_P332326",0,0
"A_24_P332341",0,0
"A_24_P332364",0,0
"A_24_P332441",0,0
"A_24_P332461",0,0
"A_24_P332471",0,0
"A_24_P332482",0,0
"A_24_P332504",0,0
"A_24_P332532",0,0
"A_24_P332541",0,0
"A_24_P332595",0,0
"A_24_P332623",0,0
"A_24_P332631",0,0
"A_24_P332647",0,0
"A_24_P332651",0,0
"A_24_P332683",0,0
"A_24_P332711",0,0
"A_24_P332718",0,0
"A_24_P332721",0,0
"A_24_P332739",0,-1
"A_24_P332754",0,0
"A_24_P332780",0,0
"A_24_P332806",0,0
"A_24_P332816",0,0
"A_24_P332837",0,0
"A_24_P332857",0,0
"A_24_P332862",0,0
"A_24_P332902",0,0
"A_24_P332911",0,0
"A_24_P332926",0,0
"A_24_P332941",0,0
"A_24_P332953",0,0
"A_24_P332971",0,0
"A_24_P332981",0,0
"A_24_P333019",0,0
"A_24_P333052",0,0
"A_24_P333077",0,0
"A_24_P33309",0,0
"A_24_P333106",0,0
"A_24_P333112",1,0
"A_24_P333123",0,0
"A_24_P333136",0,0
"A_24_P333191",0,0
"A_24_P333193",0,0
"A_24_P333216",0,0
"A_24_P333234",0,0
"A_24_P333293",0,0
"A_24_P333306",0,0
"A_24_P333326",0,0
"A_24_P333341",0,0
"A_24_P333357",0,0
"A_24_P333364",0,0
"A_24_P333372",0,0
"A_24_P333383",0,0
"A_24_P333394",0,0
"A_24_P33341",0,0
"A_24_P333420",0,0
"A_24_P333421",0,0
"A_24_P333445",0,0
"A_24_P333461",0,0
"A_24_P333479",0,0
"A_24_P333484",0,0
"A_24_P333494",0,0
"A_24_P333525",0,0
"A_24_P333532",0,0
"A_24_P333541",0,0
"A_24_P333558",0,0
"A_24_P333567",0,0
"A_24_P333571",0,0
"A_24_P333605",0,0
"A_24_P333630",0,0
"A_24_P333635",0,0
"A_24_P333644",0,0
"A_24_P333663",0,0
"A_24_P333697",0,0
"A_24_P333716",0,0
"A_24_P333733",0,0
"A_24_P333802",0,0
"A_24_P33385",0,0
"A_24_P333857",0,0
"A_24_P333901",0,0
"A_24_P333993",0,0
"A_24_P334005",0,0
"A_24_P33403",0,0
"A_24_P334130",0,0
"A_24_P334208",0,0
"A_24_P334248",0,0
"A_24_P33429",0,0
"A_24_P334300",0,0
"A_24_P334361",0,0
"A_24_P334378",0,0
"A_24_P334402",0,0
"A_24_P33444",0,0
"A_24_P334445",0,0
"A_24_P334456",0,0
"A_24_P33446",0,0
"A_24_P334529",0,0
"A_24_P33461",0,0
"A_24_P334640",0,0
"A_24_P334718",0,0
"A_24_P334726",0,0
"A_24_P33477",0,0
"A_24_P334845",0,0
"A_24_P335025",0,0
"A_24_P335048",0,0
"A_24_P33508",0,0
"A_24_P335092",0,0
"A_24_P335142",0,0
"A_24_P335202",0,0
"A_24_P335221",0,0
"A_24_P33525",0,0
"A_24_P335263",0,0
"A_24_P335305",0,0
"A_24_P335358",0,0
"A_24_P33552",0,0
"A_24_P33555",0,0
"A_24_P335620",0,0
"A_24_P335656",0,0
"A_24_P33575",0,0
"A_24_P335759",0,0
"A_24_P335781",0,0
"A_24_P335901",0,0
"A_24_P33595",0,0
"A_24_P33607",1,0
"A_24_P336113",0,0
"A_24_P336137",0,0
"A_24_P336276",0,0
"A_24_P336417",0,0
"A_24_P336441",0,0
"A_24_P336474",0,0
"A_24_P336510",0,0
"A_24_P33652",0,0
"A_24_P336551",0,0
"A_24_P336577",0,0
"A_24_P336584",0,0
"A_24_P336596",0,0
"A_24_P33667",0,0
"A_24_P336705",0,0
"A_24_P336718",0,0
"A_24_P336728",0,0
"A_24_P336754",0,0
"A_24_P336759",0,0
"A_24_P336848",0,0
"A_24_P336853",0,0
"A_24_P336931",0,0
"A_24_P336957",0,0
"A_24_P336983",0,0
"A_24_P337000",0,0
"A_24_P337012",0,0
"A_24_P33705",0,0
"A_24_P337058",0,0
"A_24_P337062",0,0
"A_24_P337104",0,0
"A_24_P337140",0,0
"A_24_P337143",0,0
"A_24_P337239",0,0
"A_24_P337286",0,0
"A_24_P337334",0,0
"A_24_P337380",0,0
"A_24_P337388",0,0
"A_24_P337397",0,0
"A_24_P337419",0,0
"A_24_P337504",0,0
"A_24_P337546",0,0
"A_24_P337575",0,0
"A_24_P337592",0,0
"A_24_P337657",0,0
"A_24_P337671",0,0
"A_24_P33770",0,0
"A_24_P337700",0,0
"A_24_P337746",0,0
"A_24_P337774",0,0
"A_24_P337796",0,0
"A_24_P337810",0,0
"A_24_P337846",0,0
"A_24_P33785",0,0
"A_24_P337867",0,0
"A_24_P338121",0,0
"A_24_P338145",0,0
"A_24_P338151",0,0
"A_24_P338187",0,0
"A_24_P338409",0,0
"A_24_P338585",0,0
"A_24_P338603",0,0
"A_24_P338636",0,0
"A_24_P338648",0,0
"A_24_P338757",0,0
"A_24_P338788",0,0
"A_24_P338882",0,0
"A_24_P33895",0,0
"A_24_P338971",0,0
"A_24_P338992",0,0
"A_24_P339024",0,0
"A_24_P339059",0,0
"A_24_P339071",0,0
"A_24_P339126",0,0
"A_24_P339153",0,0
"A_24_P339157",0,0
"A_24_P339201",0,0
"A_24_P339272",0,0
"A_24_P339305",0,0
"A_24_P339416",0,0
"A_24_P339429",0,0
"A_24_P339436",0,0
"A_24_P339450",0,0
"A_24_P339514",0,0
"A_24_P33953",0,0
"A_24_P339560",0,0
"A_24_P339611",0,0
"A_24_P33965",0,0
"A_24_P339664",0,0
"A_24_P33982",0,0
"A_24_P339858",0,0
"A_24_P339869",0,0
"A_24_P33989",0,0
"A_24_P339944",0,0
"A_24_P339974",0,0
"A_24_P340036",0,0
"A_24_P340066",0,0
"A_24_P340112",0,0
"A_24_P340116",0,0
"A_24_P340128",0,0
"A_24_P340227",0,0
"A_24_P340247",0,0
"A_24_P340284",0,0
"A_24_P340286",0,0
"A_24_P34031",0,0
"A_24_P34035",0,0
"A_24_P340390",0,0
"A_24_P340428",0,0
"A_24_P340474",0,0
"A_24_P340491",0,0
"A_24_P340498",0,0
"A_24_P34052",0,0
"A_24_P340659",0,0
"A_24_P34066",0,0
"A_24_P340679",0,0
"A_24_P340696",0,0
"A_24_P340771",0,0
"A_24_P340776",0,0
"A_24_P340800",0,0
"A_24_P340813",0,0
"A_24_P340853",0,0
"A_24_P340866",0,0
"A_24_P340886",0,0
"A_24_P340891",0,0
"A_24_P340916",0,0
"A_24_P340941",0,0
"A_24_P340954",0,0
"A_24_P340966",0,0
"A_24_P340976",0,0
"A_24_P34100",0,0
"A_24_P341000",0,0
"A_24_P341006",0,0
"A_24_P341019",0,0
"A_24_P341058",0,0
"A_24_P341078",0,0
"A_24_P341089",0,0
"A_24_P341106",0,0
"A_24_P341116",0,0
"A_24_P341126",0,0
"A_24_P341176",0,0
"A_24_P341187",0,0
"A_24_P341222",0,0
"A_24_P341279",0,0
"A_24_P341292",0,0
"A_24_P341323",0,0
"A_24_P341344",0,0
"A_24_P341370",0,0
"A_24_P341376",0,0
"A_24_P341386",0,0
"A_24_P341408",0,0
"A_24_P341426",0,0
"A_24_P341427",0,0
"A_24_P341476",0,0
"A_24_P341489",0,0
"A_24_P3415",0,0
"A_24_P341504",0,0
"A_24_P341517",0,0
"A_24_P34152",0,0
"A_24_P341535",0,0
"A_24_P341538",0,0
"A_24_P341546",0,0
"A_24_P34155",0,0
"A_24_P341593",0,0
"A_24_P341603",0,0
"A_24_P341606",0,0
"A_24_P341616",0,0
"A_24_P341626",0,0
"A_24_P341646",0,0
"A_24_P341674",0,0
"A_24_P341677",0,0
"A_24_P34168",0,0
"A_24_P341731",0,0
"A_24_P341761",0,0
"A_24_P341806",0,0
"A_24_P341853",0,0
"A_24_P34186",0,0
"A_24_P341863",0,0
"A_24_P341882",0,0
"A_24_P341897",0,0
"A_24_P341909",0,0
"A_24_P341923",0,0
"A_24_P341938",0,0
"A_24_P341958",0,0
"A_24_P341972",0,0
"A_24_P341985",0,0
"A_24_P341987",0,0
"A_24_P34199",0,0
"A_24_P342020",0,0
"A_24_P342023",0,0
"A_24_P342032",0,0
"A_24_P342055",0,0
"A_24_P342086",0,0
"A_24_P342096",0,0
"A_24_P342127",0,0
"A_24_P342150",0,0
"A_24_P342157",0,0
"A_24_P342171",0,0
"A_24_P342178",0,0
"A_24_P342226",0,0
"A_24_P342236",0,0
"A_24_P342272",0,0
"A_24_P342279",0,0
"A_24_P34231",0,0
"A_24_P342312",0,0
"A_24_P342316",0,0
"A_24_P342328",0,0
"A_24_P342377",0,0
"A_24_P342388",0,0
"A_24_P342410",0,0
"A_24_P342484",0,0
"A_24_P342511",0,0
"A_24_P342572",0,0
"A_24_P342591",0,0
"A_24_P342632",0,0
"A_24_P342670",0,0
"A_24_P342807",0,0
"A_24_P342829",0,0
"A_24_P342880",0,0
"A_24_P342944",0,0
"A_24_P343095",0,0
"A_24_P343233",0,0
"A_24_P343255",0,0
"A_24_P343271",0,0
"A_24_P343289",0,0
"A_24_P343377",0,0
"A_24_P34344",0,0
"A_24_P343529",0,0
"A_24_P343559",0,0
"A_24_P343621",0,0
"A_24_P343695",0,0
"A_24_P343736",0,0
"A_24_P343830",0,0
"A_24_P343869",0,0
"A_24_P343929",0,0
"A_24_P344045",0,0
"A_24_P344053",0,0
"A_24_P344087",0,0
"A_24_P344100",0,0
"A_24_P344251",0,0
"A_24_P344295",0,0
"A_24_P344307",0,0
"A_24_P344416",0,0
"A_24_P344510",0,0
"A_24_P344516",0,0
"A_24_P344537",0,0
"A_24_P344666",0,0
"A_24_P344711",0,0
"A_24_P34476",0,0
"A_24_P344890",0,0
"A_24_P344961",0,0
"A_24_P344976",0,0
"A_24_P345002",0,0
"A_24_P34505",0,0
"A_24_P345081",-1,-1
"A_24_P345123",0,0
"A_24_P345131",0,0
"A_24_P345160",0,0
"A_24_P345193",0,0
"A_24_P345209",0,0
"A_24_P345290",0,0
"A_24_P345314",0,0
"A_24_P345336",0,0
"A_24_P34534",0,0
"A_24_P345377",0,0
"A_24_P34545",0,0
"A_24_P345451",0,0
"A_24_P345498",0,0
"A_24_P345540",0,0
"A_24_P345679",0,0
"A_24_P34568",0,0
"A_24_P34575",0,0
"A_24_P345781",0,0
"A_24_P345822",0,0
"A_24_P345837",0,0
"A_24_P345846",0,0
"A_24_P345866",0,0
"A_24_P345948",0,0
"A_24_P345958",0,0
"A_24_P345993",0,0
"A_24_P3461",0,0
"A_24_P346101",0,0
"A_24_P34611",0,0
"A_24_P346126",0,0
"A_24_P346181",0,0
"A_24_P346210",0,0
"A_24_P346269",0,0
"A_24_P346277",0,0
"A_24_P34632",0,0
"A_24_P346339",0,0
"A_24_P346368",0,0
"A_24_P346388",0,0
"A_24_P346431",0,0
"A_24_P346517",0,0
"A_24_P346587",0,0
"A_24_P346604",0,0
"A_24_P346644",0,0
"A_24_P346725",0,0
"A_24_P346762",0,0
"A_24_P346807",0,0
"A_24_P346855",0,0
"A_24_P346859",0,0
"A_24_P346886",0,0
"A_24_P346967",0,0
"A_24_P347065",0,0
"A_24_P347067",0,0
"A_24_P347185",0,0
"A_24_P347198",0,0
"A_24_P347282",0,0
"A_24_P347310",0,0
"A_24_P347319",0,0
"A_24_P347378",0,0
"A_24_P347411",0,0
"A_24_P347418",0,0
"A_24_P347431",0,0
"A_24_P347447",0,0
"A_24_P347458",0,0
"A_24_P347480",0,0
"A_24_P347488",0,0
"A_24_P347566",0,0
"A_24_P347624",0,0
"A_24_P347704",0,0
"A_24_P347854",0,0
"A_24_P347880",0,0
"A_24_P347946",0,0
"A_24_P348006",0,0
"A_24_P348083",0,0
"A_24_P348090",0,0
"A_24_P348118",0,0
"A_24_P348173",0,0
"A_24_P348203",0,0
"A_24_P348208",0,0
"A_24_P348265",0,0
"A_24_P348326",0,0
"A_24_P348428",0,0
"A_24_P348513",0,0
"A_24_P348594",0,0
"A_24_P348649",0,0
"A_24_P34865",0,0
"A_24_P348660",0,0
"A_24_P348779",0,0
"A_24_P348791",0,0
"A_24_P348806",0,0
"A_24_P348828",0,0
"A_24_P348845",0,0
"A_24_P348861",0,0
"A_24_P348885",0,0
"A_24_P348892",0,0
"A_24_P348925",0,0
"A_24_P348989",0,0
"A_24_P349002",0,0
"A_24_P349039",0,0
"A_24_P349092",0,0
"A_24_P349117",0,0
"A_24_P349145",0,0
"A_24_P349151",0,0
"A_24_P349196",0,0
"A_24_P349207",0,0
"A_24_P349264",0,0
"A_24_P349274",0,0
"A_24_P349356",0,0
"A_24_P349387",0,0
"A_24_P349428",0,0
"A_24_P34944",0,0
"A_24_P349466",0,0
"A_24_P349489",0,0
"A_24_P349539",0,0
"A_24_P349547",0,0
"A_24_P349560",0,0
"A_24_P349580",0,0
"A_24_P349590",0,0
"A_24_P349596",0,0
"A_24_P349606",0,0
"A_24_P349616",0,0
"A_24_P349633",0,0
"A_24_P349636",1,0
"A_24_P349648",0,0
"A_24_P349676",0,0
"A_24_P349686",0,0
"A_24_P349728",0,0
"A_24_P349743",0,0
"A_24_P349750",0,0
"A_24_P349756",0,0
"A_24_P349782",0,0
"A_24_P349783",0,0
"A_24_P349788",0,0
"A_24_P349807",0,0
"A_24_P349821",0,0
"A_24_P349869",0,0
"A_24_P349896",0,0
